cost_record_id,facility_id,facility_name,building_id,building_name,timestamp,occupancy,electricity_kwh,hvac_kwh,lighting_kwh,water_liters,electricity_cost,water_cost,maintenance_cost,security_cost,operational_cost,total_cost,expected_cost,cost_variance,cost_variance_percent,potential_savings,cost_per_occupant,inefficiency_type,cost_status,savings_priority,is_cost_inefficiency
COST-001561,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-27 16:00:00,93,520.75,231.86,100.84,183.42,4426.35,10.09,437.27,184.0,291.97,5349.68,5114.82,234.86,4.59,234.86,57.52,NONE,NORMAL,MEDIUM,0
COST-001562,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-27 17:00:00,36,351.38,143.77,61.73,113.48,2986.75,6.24,403.64,193.76,247.77,3838.16,3831.61,6.55,0.17,6.55,106.62,NONE,NORMAL,LOW,0
COST-001563,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-27 18:00:00,39,319.2,146.41,43.49,95.47,2713.24,5.25,370.93,168.53,246.77,3504.72,3831.61,-326.89,-8.53,0.0,89.86,NONE,NORMAL,NORMAL,0
COST-001564,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-27 19:00:00,33,363.89,169.15,65.28,102.61,3093.04,5.64,508.5,184.34,256.86,4048.39,3831.61,216.78,5.66,216.78,122.68,NONE,WARNING,MEDIUM,0
COST-001565,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-27 20:00:00,31,321.14,152.39,51.33,99.76,2729.73,5.49,478.51,193.9,249.45,3657.07,3831.61,-174.54,-4.56,0.0,117.97,NONE,NORMAL,NORMAL,0
COST-001566,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-27 21:00:00,10,216.21,100.97,40.01,72.09,1837.75,3.96,389.03,174.83,270.89,2676.46,2916.01,-239.55,-8.21,0.0,267.65,NONE,NORMAL,NORMAL,0
COST-001567,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-27 22:00:00,8,240.52,119.72,36.15,66.7,2044.39,3.67,515.6,170.24,251.6,2985.51,2916.01,69.49,2.38,69.49,373.19,NONE,NORMAL,LOW,0
COST-001568,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-27 23:00:00,10,232.87,98.89,33.67,76.33,1979.41,4.2,470.62,195.12,298.36,2947.7,2916.01,31.69,1.09,31.69,294.77,NONE,NORMAL,LOW,0
COST-001569,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 00:00:00,7,178.85,84.35,29.37,57.79,1520.21,3.18,499.97,189.15,239.91,2452.41,2550.25,-97.84,-3.84,0.0,350.34,NONE,NORMAL,NORMAL,0
COST-001570,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 01:00:00,7,188.54,92.76,36.9,57.76,1602.62,3.18,512.66,178.93,244.03,2541.42,2550.25,-8.82,-0.35,0.0,363.06,NONE,NORMAL,NORMAL,0
COST-001571,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 02:00:00,7,202.28,85.84,30.62,56.65,1719.4,3.12,478.88,166.36,235.35,2603.11,2550.25,52.86,2.07,52.86,371.87,NONE,NORMAL,LOW,0
COST-001572,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 03:00:00,6,189.73,96.27,30.56,64.38,1612.69,3.54,546.95,165.6,258.62,2587.4,2550.25,37.15,1.46,37.15,431.23,NONE,NORMAL,LOW,0
COST-001573,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 04:00:00,6,184.74,79.49,35.8,72.07,1570.31,3.96,551.39,180.14,256.55,2562.35,2550.25,12.1,0.47,12.1,427.06,NONE,NORMAL,LOW,0
COST-001574,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 05:00:00,5,184.79,82.35,24.07,64.42,1570.69,3.54,448.22,166.57,244.12,2433.14,2550.25,-117.11,-4.59,0.0,486.63,NONE,NORMAL,NORMAL,0
COST-001575,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 06:00:00,45,341.47,155.53,63.61,108.41,2902.5,5.96,393.72,185.0,258.2,3745.39,3649.19,96.2,2.64,96.2,83.23,NONE,NORMAL,LOW,0
COST-001576,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 07:00:00,35,341.52,177.48,67.84,124.27,2902.92,6.83,453.72,178.64,254.41,3796.52,3649.19,147.33,4.04,147.33,108.47,NONE,NORMAL,LOW,0
COST-001577,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 08:00:00,31,327.99,167.67,53.89,107.24,2787.89,5.9,431.86,184.49,259.87,3670.01,3649.19,20.82,0.57,20.82,118.39,NONE,NORMAL,LOW,0
COST-001578,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 09:00:00,95,524.68,216.97,86.09,169.77,4459.79,9.34,528.72,171.12,270.41,5439.38,5114.82,324.56,6.35,324.56,57.26,NONE,WARNING,MEDIUM,0
COST-001579,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 10:00:00,82,454.36,230.78,64.35,158.73,3862.09,8.73,469.51,182.78,268.0,4791.1,5114.82,-323.72,-6.33,0.0,58.43,NONE,NORMAL,NORMAL,0
COST-001580,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 11:00:00,90,447.88,200.73,59.4,185.51,3807.02,10.2,524.3,169.17,236.71,4747.41,5114.82,-367.41,-7.18,0.0,52.75,NONE,NORMAL,NORMAL,0
COST-001581,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 12:00:00,80,534.06,244.51,80.34,195.89,4539.5,10.77,531.04,180.61,232.25,5494.18,5114.82,379.36,7.42,379.36,68.68,NONE,WARNING,MEDIUM,0
COST-001582,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 13:00:00,90,470.65,241.11,74.1,205.05,4000.55,11.28,489.86,180.97,250.21,4932.87,5114.82,-181.95,-3.56,0.0,54.81,NONE,NORMAL,NORMAL,0
COST-001583,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 14:00:00,90,480.17,192.26,69.19,157.9,4081.41,8.68,455.38,183.51,233.51,4962.49,5114.82,-152.33,-2.98,0.0,55.14,NONE,NORMAL,NORMAL,0
COST-001584,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 15:00:00,87,522.87,243.63,96.68,153.04,4444.38,8.42,490.37,172.48,266.77,5382.41,5114.82,267.59,5.23,267.59,61.87,NONE,WARNING,MEDIUM,0
COST-001585,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 16:00:00,76,503.62,234.6,65.89,200.83,4280.74,11.05,543.07,178.52,294.2,5307.57,5114.82,192.75,3.77,192.75,69.84,NONE,NORMAL,LOW,0
COST-001586,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 17:00:00,11,436.74,175.13,49.98,94.02,3712.31,5.17,369.66,193.76,222.54,4503.44,3831.61,671.83,17.53,1117.31,409.4,LOW_OCCUPANCY_HIGH_ENERGY,HIGH,CRITICAL,1
COST-001587,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 18:00:00,31,375.07,183.25,59.31,101.76,3188.07,5.6,442.27,169.82,280.21,4085.97,3831.61,254.36,6.64,254.36,131.81,NONE,WARNING,MEDIUM,0
COST-001588,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 19:00:00,31,346.87,153.86,51.33,82.75,2948.37,4.55,432.37,177.41,252.49,3815.19,3831.61,-16.42,-0.43,0.0,123.07,NONE,NORMAL,NORMAL,0
COST-001589,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 20:00:00,35,349.54,167.79,56.98,107.04,2971.13,5.89,387.28,163.37,256.63,3784.29,3831.61,-47.32,-1.23,0.0,108.12,NONE,NORMAL,NORMAL,0
COST-001590,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 21:00:00,11,227.69,101.57,44.1,73.48,1935.37,4.04,492.5,171.6,230.13,2833.65,2916.01,-82.37,-2.82,0.0,257.6,NONE,NORMAL,NORMAL,0
COST-001591,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 22:00:00,10,206.89,84.34,28.87,70.95,1758.55,3.9,471.38,171.02,249.95,2654.8,2916.01,-261.21,-8.96,0.0,265.48,NONE,NORMAL,NORMAL,0
COST-001592,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-28 23:00:00,9,233.52,118.56,46.37,66.95,1984.93,3.68,539.03,185.14,223.59,2936.37,2916.01,20.36,0.7,20.36,326.26,NONE,NORMAL,LOW,0
COST-001593,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 00:00:00,6,204.73,91.52,35.87,55.56,1740.22,3.06,432.72,196.54,283.29,2655.82,2550.25,105.57,4.14,105.57,442.64,NONE,NORMAL,LOW,0
COST-001594,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 01:00:00,6,174.51,86.79,24.61,62.61,1483.33,3.44,437.24,193.69,231.28,2348.99,2550.25,-201.26,-7.89,0.0,391.5,NONE,NORMAL,NORMAL,0
COST-001595,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 02:00:00,6,179.16,77.61,30.42,52.59,1522.88,2.89,395.67,191.56,290.1,2403.09,2550.25,-147.16,-5.77,0.0,400.52,NONE,NORMAL,NORMAL,0
COST-001596,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 03:00:00,5,187.83,76.34,32.42,62.14,1596.59,3.42,438.5,186.47,276.61,2501.58,2550.25,-48.67,-1.91,0.0,500.32,NONE,NORMAL,NORMAL,0
COST-001597,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 04:00:00,7,198.76,93.21,27.0,58.82,1689.48,3.23,417.29,164.63,278.0,2552.63,2550.25,2.38,0.09,2.38,364.66,NONE,NORMAL,LOW,0
COST-001598,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 05:00:00,6,187.62,77.92,34.93,54.29,1594.8,2.99,536.21,179.84,294.43,2608.27,2550.25,58.02,2.28,58.02,434.71,NONE,NORMAL,LOW,0
COST-001599,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 06:00:00,38,343.52,175.91,52.43,104.17,2919.92,5.73,503.01,189.85,232.69,3851.19,3649.19,202.0,5.54,202.0,101.35,NONE,WARNING,MEDIUM,0
COST-001600,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 07:00:00,37,293.6,140.77,41.41,106.09,2495.64,5.83,412.22,172.49,287.37,3373.55,3649.19,-275.64,-7.55,0.0,91.18,NONE,NORMAL,NORMAL,0
COST-001601,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 08:00:00,36,321.66,147.76,43.72,108.36,2734.14,5.96,473.78,164.77,283.39,3662.04,3649.19,12.85,0.35,12.85,101.72,NONE,NORMAL,LOW,0
COST-001602,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 09:00:00,86,450.02,181.9,79.02,157.75,3825.13,8.68,454.49,194.67,234.09,4717.06,5114.82,-397.76,-7.78,0.0,54.85,NONE,NORMAL,NORMAL,0
COST-001603,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 10:00:00,68,495.55,208.95,90.44,182.91,4212.2,10.06,464.19,195.62,223.91,5105.98,5114.82,-8.84,-0.17,0.0,75.09,NONE,NORMAL,NORMAL,0
COST-001604,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 11:00:00,76,535.11,251.8,79.94,174.01,4548.45,9.57,495.31,194.07,224.2,5471.6,5114.82,356.78,6.98,356.78,71.99,NONE,WARNING,MEDIUM,0
COST-001605,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 12:00:00,83,476.68,203.99,70.81,165.0,4051.77,9.08,542.19,167.19,236.94,5007.18,5114.82,-107.64,-2.1,0.0,60.33,NONE,NORMAL,NORMAL,0
COST-001606,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 13:00:00,79,520.85,214.89,98.2,183.35,4427.21,10.08,418.17,182.73,285.13,5323.32,5114.82,208.5,4.08,208.5,67.38,NONE,NORMAL,MEDIUM,0
COST-001607,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 14:00:00,87,502.77,257.11,73.74,170.36,4273.56,9.37,398.16,193.01,246.69,5120.8,5114.82,5.98,0.12,5.98,58.86,NONE,NORMAL,LOW,0
COST-001608,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 15:00:00,84,588.34,318.7,92.41,172.43,5000.86,9.48,549.5,175.68,265.15,6000.68,5114.82,885.86,17.32,1156.75,71.44,HIGH_HVAC_USAGE,HIGH,CRITICAL,1
COST-001609,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 16:00:00,93,524.64,253.17,80.58,169.36,4459.47,9.31,394.78,162.88,293.99,5320.44,5114.82,205.62,4.02,205.62,57.21,NONE,NORMAL,MEDIUM,0
COST-001610,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 17:00:00,31,338.13,146.66,48.79,100.2,2874.12,5.51,385.15,169.62,227.3,3661.71,3831.61,-169.9,-4.43,0.0,118.12,NONE,NORMAL,NORMAL,0
COST-001611,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 18:00:00,32,384.28,162.48,55.91,114.37,3266.37,6.29,427.03,183.6,239.54,4122.84,3831.61,291.23,7.6,291.23,128.84,NONE,WARNING,MEDIUM,0
COST-001612,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 19:00:00,32,300.55,121.46,47.54,112.99,2554.69,6.21,423.77,173.62,226.14,3384.43,3831.61,-447.18,-11.67,0.0,105.76,NONE,NORMAL,NORMAL,0
COST-001613,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 20:00:00,37,352.35,155.86,51.73,87.46,2995.0,4.81,501.87,180.78,261.61,3944.08,3831.61,112.47,2.94,112.47,106.6,NONE,NORMAL,LOW,0
COST-001614,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 21:00:00,10,236.88,118.14,46.49,64.04,2013.46,3.52,486.24,182.46,290.44,2976.13,2916.01,60.11,2.06,60.11,297.61,NONE,NORMAL,LOW,0
COST-001615,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 22:00:00,10,265.62,113.09,38.15,73.1,2257.8,4.02,494.09,172.5,256.67,3185.07,2916.01,269.06,9.23,269.06,318.51,NONE,WARNING,MEDIUM,0
COST-001616,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-29 23:00:00,9,248.5,106.21,72.91,65.76,2112.24,3.62,390.01,177.88,284.1,2967.85,2916.01,51.84,1.78,144.8,329.76,EXCESS_LIGHTING,NORMAL,LOW,1
COST-001617,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 00:00:00,8,194.18,95.05,28.69,63.03,1650.51,3.47,529.53,177.04,279.52,2640.07,2550.25,89.82,3.52,89.82,330.01,NONE,NORMAL,LOW,0
COST-001618,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 01:00:00,7,164.17,81.62,28.06,68.08,1395.42,3.74,389.85,194.24,223.77,2207.02,2550.25,-343.23,-13.46,0.0,315.29,NONE,NORMAL,NORMAL,0
COST-001619,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 02:00:00,6,206.15,98.27,40.11,64.73,1752.26,3.56,509.6,180.92,269.73,2716.07,2550.25,165.82,6.5,165.82,452.68,NONE,WARNING,LOW,0
COST-001620,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 03:00:00,6,202.07,99.3,31.28,66.03,1717.57,3.63,449.9,162.88,249.28,2583.26,2550.25,33.01,1.29,33.01,430.54,NONE,NORMAL,LOW,0
COST-001621,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 04:00:00,6,192.61,92.96,26.04,63.11,1637.16,3.47,547.87,193.52,289.32,2671.35,2550.25,121.1,4.75,121.1,445.22,NONE,NORMAL,LOW,0
COST-001622,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 05:00:00,6,185.99,76.1,34.31,59.72,1580.95,3.28,472.48,170.92,239.99,2467.62,2550.25,-82.62,-3.24,0.0,411.27,NONE,NORMAL,NORMAL,0
COST-001623,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 06:00:00,39,349.44,176.3,61.22,107.4,2970.28,5.91,497.14,176.15,289.62,3939.08,3649.19,289.89,7.94,289.89,101.0,NONE,WARNING,MEDIUM,0
COST-001624,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 07:00:00,38,322.38,144.06,52.56,111.5,2740.24,6.13,488.88,163.61,263.29,3662.16,3649.19,12.97,0.36,12.97,96.37,NONE,NORMAL,LOW,0
COST-001625,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 08:00:00,36,276.71,137.21,36.87,105.12,2352.05,5.78,432.04,197.93,285.38,3273.19,3649.19,-376.0,-10.3,0.0,90.92,NONE,NORMAL,NORMAL,0
COST-001626,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 09:00:00,75,450.16,192.71,84.68,160.02,3826.35,8.8,413.24,175.57,260.52,4684.49,5114.82,-430.33,-8.41,0.0,62.46,NONE,NORMAL,NORMAL,0
COST-001627,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 10:00:00,93,496.99,221.49,96.22,196.34,4224.46,10.8,537.32,164.05,237.04,5173.67,5114.82,58.85,1.15,58.85,55.63,NONE,NORMAL,LOW,0
COST-001628,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 11:00:00,81,403.26,192.32,79.09,161.62,3427.71,8.89,453.1,168.93,290.74,4349.37,5114.82,-765.45,-14.97,0.0,53.7,NONE,NORMAL,NORMAL,0
COST-001629,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 12:00:00,84,513.11,211.65,94.91,160.04,4361.45,8.8,549.93,182.08,265.13,5367.39,5114.82,252.57,4.94,252.57,63.9,NONE,NORMAL,MEDIUM,0
COST-001630,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 13:00:00,96,518.7,234.84,78.4,150.68,4408.94,8.29,416.3,169.12,263.28,5265.93,5114.82,151.11,2.95,151.11,54.85,NONE,NORMAL,LOW,0
COST-001631,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 14:00:00,98,546.6,244.1,87.18,172.75,4646.13,9.5,450.84,185.38,224.93,5516.79,5114.82,401.97,7.86,401.97,56.29,NONE,WARNING,MEDIUM,0
COST-001632,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 15:00:00,95,527.19,270.5,105.34,179.74,4481.14,9.89,475.93,178.23,264.98,5410.16,5114.82,295.34,5.77,295.34,56.95,NONE,WARNING,MEDIUM,0
COST-001633,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 16:00:00,86,489.29,249.12,79.01,164.15,4158.98,9.03,427.3,194.74,273.34,5063.4,5114.82,-51.42,-1.01,0.0,58.88,NONE,NORMAL,NORMAL,0
COST-001634,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 17:00:00,32,363.55,147.42,70.98,118.25,3090.2,6.5,553.3,181.34,276.39,4107.74,3831.61,276.13,7.21,276.13,128.37,NONE,WARNING,MEDIUM,0
COST-001635,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 18:00:00,34,331.19,162.86,61.1,96.05,2815.08,5.28,553.51,164.72,294.04,3832.64,3831.61,1.03,0.03,1.03,112.72,NONE,NORMAL,LOW,0
COST-001636,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 19:00:00,36,368.28,162.25,72.82,92.85,3130.39,5.11,461.58,177.41,246.43,4020.92,3831.61,189.31,4.94,189.31,111.69,NONE,NORMAL,LOW,0
COST-001637,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 20:00:00,30,352.51,171.32,70.02,105.02,2996.3,5.78,429.64,180.61,224.57,3836.89,3831.61,5.28,0.14,5.28,127.9,NONE,NORMAL,LOW,0
COST-001638,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 21:00:00,10,230.95,93.44,41.66,70.1,1963.09,3.86,501.64,181.98,229.49,2880.06,2916.01,-35.95,-1.23,0.0,288.01,NONE,NORMAL,NORMAL,0
COST-001639,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 22:00:00,10,248.81,121.45,41.07,59.71,2114.85,3.28,469.87,177.85,251.43,3017.28,2916.01,101.27,3.47,101.27,301.73,NONE,NORMAL,LOW,0
COST-001640,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-30 23:00:00,11,256.52,104.02,39.43,74.39,2180.39,4.09,387.51,170.49,225.03,2967.51,2916.01,51.5,1.77,51.5,269.77,NONE,NORMAL,LOW,0
COST-001641,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 00:00:00,6,216.66,107.12,42.17,57.31,1841.62,3.15,546.23,182.89,274.2,2848.09,2550.25,297.84,11.68,297.84,474.68,NONE,WARNING,MEDIUM,0
COST-001642,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 01:00:00,7,178.27,87.02,34.75,55.75,1515.31,3.07,515.56,168.18,237.53,2439.65,2550.25,-110.6,-4.34,0.0,348.52,NONE,NORMAL,NORMAL,0
COST-001643,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 02:00:00,5,195.25,92.98,29.37,66.6,1659.64,3.66,403.01,185.28,298.44,2550.04,2550.25,-0.21,-0.01,0.0,510.01,NONE,NORMAL,NORMAL,0
COST-001644,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 03:00:00,7,188.23,75.68,28.69,64.12,1599.93,3.53,519.85,192.41,241.17,2556.89,2550.25,6.64,0.26,6.64,365.27,NONE,NORMAL,LOW,0
COST-001645,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 04:00:00,6,183.39,93.34,30.29,58.67,1558.79,3.23,440.91,174.23,270.49,2447.64,2550.25,-102.61,-4.02,0.0,407.94,NONE,NORMAL,NORMAL,0
COST-001646,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 05:00:00,8,171.39,71.63,26.7,67.26,1456.83,3.7,485.78,194.92,223.82,2365.06,2550.25,-185.19,-7.26,0.0,295.63,NONE,NORMAL,NORMAL,0
COST-001647,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 06:00:00,35,308.77,142.12,49.43,100.12,2624.51,5.51,532.94,194.78,295.79,3653.52,3649.19,4.33,0.12,4.33,104.39,NONE,NORMAL,LOW,0
COST-001648,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 07:00:00,41,384.97,140.43,47.17,109.41,3272.27,6.02,668.77,188.87,293.35,4429.29,3649.19,780.1,21.38,780.1,108.03,MAINTENANCE_RISK,HIGH,HIGH,1
COST-001649,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 08:00:00,39,416.7,235.63,50.08,88.87,3541.98,4.89,444.65,173.33,297.87,4462.72,3649.19,813.53,22.29,1013.81,114.43,HIGH_HVAC_USAGE,HIGH,CRITICAL,1
COST-001650,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 09:00:00,91,551.27,232.24,72.18,170.91,4685.76,9.4,492.61,180.24,290.46,5658.47,5114.82,543.65,10.63,543.65,62.18,NONE,WARNING,HIGH,0
COST-001651,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 10:00:00,69,472.66,241.02,74.9,167.36,4017.59,9.2,522.08,163.2,248.97,4961.04,5114.82,-153.78,-3.01,0.0,71.9,NONE,NORMAL,NORMAL,0
COST-001652,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 11:00:00,28,665.85,235.71,75.13,169.71,5659.75,9.33,445.98,177.13,227.89,6520.08,5114.82,1405.26,27.47,2084.43,232.86,LOW_OCCUPANCY_HIGH_ENERGY,HIGH,CRITICAL,1
COST-001653,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 12:00:00,81,480.8,220.11,80.32,182.97,4086.79,10.06,530.96,169.4,224.18,5021.39,5114.82,-93.43,-1.83,0.0,61.99,NONE,NORMAL,NORMAL,0
COST-001654,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 13:00:00,105,453.9,182.52,66.99,192.16,3858.19,10.57,483.59,168.21,253.22,4773.78,5114.82,-341.04,-6.67,0.0,45.46,NONE,NORMAL,NORMAL,0
COST-001655,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 14:00:00,60,451.95,233.6,60.19,175.47,3841.54,9.65,449.14,178.34,289.59,4768.25,5114.82,-346.57,-6.78,0.0,79.47,NONE,NORMAL,NORMAL,0
COST-001656,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 15:00:00,89,485.76,205.92,80.02,179.33,4128.93,9.86,429.17,185.47,276.24,5029.67,5114.82,-85.15,-1.66,0.0,56.51,NONE,NORMAL,NORMAL,0
COST-001657,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 16:00:00,87,544.95,244.3,107.73,194.58,4632.05,10.7,493.41,171.28,240.12,5547.56,5114.82,432.74,8.46,432.74,63.77,NONE,WARNING,MEDIUM,0
COST-001658,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 17:00:00,36,348.38,167.92,51.86,116.89,2961.21,6.43,451.64,183.49,243.69,3846.45,3831.61,14.84,0.39,14.84,106.85,NONE,NORMAL,LOW,0
COST-001659,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 18:00:00,36,358.93,154.77,54.21,112.38,3050.9,6.18,495.76,176.14,251.8,3980.79,3831.61,149.18,3.89,149.18,110.58,NONE,NORMAL,LOW,0
COST-001660,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 19:00:00,37,327.83,158.38,44.76,98.09,2786.59,5.39,522.37,192.87,291.72,3798.95,3831.61,-32.66,-0.85,0.0,102.67,NONE,NORMAL,NORMAL,0
COST-001661,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 20:00:00,37,336.92,141.16,44.31,95.35,2863.83,5.24,377.59,192.16,234.23,3673.05,3831.61,-158.56,-4.14,0.0,99.27,NONE,NORMAL,NORMAL,0
COST-001662,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 21:00:00,11,219.71,89.69,35.97,72.37,1867.58,3.98,504.4,170.55,247.71,2794.22,2916.01,-121.79,-4.18,0.0,254.02,NONE,NORMAL,NORMAL,0
COST-001663,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 22:00:00,8,245.35,109.27,45.9,64.03,2085.43,3.52,438.42,190.44,224.07,2941.88,2916.01,25.87,0.89,25.87,367.74,NONE,NORMAL,LOW,0
COST-001664,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-08-31 23:00:00,8,203.82,97.37,40.28,62.14,1732.47,3.42,551.97,172.88,223.41,2684.15,2916.01,-231.86,-7.95,0.0,335.52,NONE,NORMAL,NORMAL,0
COST-001665,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-09-01 00:00:00,6,178.09,78.0,24.36,53.98,1513.74,2.97,424.32,193.91,244.56,2379.51,2550.25,-170.74,-6.7,0.0,396.58,NONE,NORMAL,NORMAL,0
COST-001666,FAC-001,Infosys Smart Campus,BLD-003,Building C,2026-09-01 01:00:00,6,204.22,92.16,29.97,71.29,1735.88,3.92,479.02,174.63,237.76,2631.21,2550.25,80.96,3.17,80.96,438.53,NONE,NORMAL,LOW,0
